模块,类,函数名
pivot,tao,getProjectAndExecutionNameQuery
pivot,tao,fetchPivotDrills
product,tao,filterNoCasesStory
program,tao,setNoTaskExecution
programplan,tao,setPlanBaseline
project,tao,doStart
project,tao,insertMember
project,tao,updateMemberView
project,tao,buildLinkForProject
project,tao,buildLinkForBug
project,tao,buildLinkForStory
project,tao,unlinkTeamMember
project,tao,setNavGroupMenu
projectrelease,tao,getBranchName
repo,tao,copySvnDir
report,tao,getAnnualProductStat
report,tao,getAnnualExecutionStat
report,tao,buildAnnualCaseStat
report,tao,getOutputData
screen,tao,processRadarData
search,tao,initOldSession
search,tao,checkProductPriv
search,tao,checkProgramPriv
search,tao,checkProjectPriv
search,tao,checkExecutionPriv
search,tao,checkDocPriv
search,tao,checkTodoPriv
search,tao,checkTestsuitePriv
search,tao,checkFeedbackAndTicketPriv
search,tao,checkObjectPriv
search,tao,checkRelatedObjectPriv
search,tao,checkPriv
search,tao,decode
search,tao,getSummary
search,tao,markKeywords
search,tao,processRecord
search,tao,processIssueRecord
search,tao,processProjectRecord
search,tao,processExecutionRecord
search,tao,processTaskRecord
search,tao,processStoryRecord
search,tao,processDocRecord
search,tao,processRiskRecord
search,tao,unify
search,tao,appendFiles
story,tao,getStoriesCountByProductIDs
story,tao,getFinishClosedTotal
story,tao,getUnClosedTotal
story,tao,getProductReviewers
story,tao,getChildItems
story,tao,doSaveUploadImage
story,tao,checkCanSubdivide
story,tao,checkCanSplit
story,tao,computeStage
story,tao,updateLane
story,tao,getAffectedChildren
story,tao,checkConditions
story,tao,getTasksForTrack
story,tao,buildStoryTree
story,tao,buildReorderResult
task,tao,concatTeamInfo
task,tao,createChangesForTeam
task,tao,formatDatetime
task,tao,getRequiredFields4Edit
task,tao,getTeamInfoList
task,tao,recordTaskVersion
testcase,tao,saveScene
todo,tao,getCycleDailyTodoDate
webhook,tao,getDingdingSecret
webhook,tao,getWeixinSecret
webhook,tao,getFeishuSecret
webhook,tao,getActionText
zanode,tao,getSubZahostListByID
zanode,tao,getZaNodeListByQuery
zanode,tao,getHostsByIDList
action,zen,getTrashesHeaderNavigation
action,zen,saveUrlIntoSession
action,zen,processTrash
action,zen,getReplaceNameAndCode
action,zen,checkActionExist
action,zen,getConfirmNoMessage
action,zen,recoverObject
action,zen,restoreStages
admin,zen,syncExtensions
admin,zen,syncPublicClasses
admin,zen,syncDynamics
admin,zen,fetchAPI
admin,zen,sendCodeByAPI
admin,zen,certifyByAPI
admin,zen,setCompanyByAPI
admin,zen,getZentaoData
api,zen,parseDocSpaceParam
api,zen,generateLibsDropMenu
api,zen,getMethod
api,zen,request
backup,zen,getBackupList
backup,zen,backupSQL
backup,zen,backupFile
backup,zen,backupCode
backup,zen,removeExpiredFiles
backup,zen,restoreSQL
backup,zen,restoreFile
backup,zen,setHoldDays
block,zen,initBlock
block,zen,getAvailableModules
block,zen,getAvailableCodes
block,zen,getAvailableParams
block,zen,getBlockTitle
block,zen,processBlockForRender
block,zen,createMoreLink
block,zen,printDynamicBlock
block,zen,printZentaoDynamicBlock
block,zen,printWelcomeBlock
block,zen,printTaskBlock
block,zen,printBugBlock
block,zen,printCaseBlock
block,zen,printTesttaskBlock
block,zen,printStoryBlock
block,zen,printPlanBlock
block,zen,printReleaseBlock
block,zen,printRoadmapBlock
block,zen,printReleaseStatisticBlock
block,zen,printBuildBlock
block,zen,printProjectBlock
block,zen,printProductListBlock
block,zen,printProjectOverviewBlock
block,zen,printProjectStatisticBlock
block,zen,printProductStatisticBlock
block,zen,printExecutionStatisticBlock
block,zen,printWaterfallReportBlock
block,zen,printWaterfallGeneralReportBlock
block,zen,printWaterfallGanttBlock
block,zen,printWaterfallIssueBlock
block,zen,printWaterfallRiskBlock
block,zen,printWaterfallEstimateBlock
block,zen,printWaterfallProgressBlock
block,zen,printScrumOverviewBlock
block,zen,printScrumListBlock
block,zen,printScrumProductBlock
block,zen,printScrumIssueBlock
block,zen,printScrumRiskBlock
block,zen,printIssueBlock
block,zen,printRiskBlock
block,zen,printSprintBlock
block,zen,printProjectDynamicBlock
block,zen,printScrumRoadMapBlock
block,zen,printScrumTestBlock
block,zen,printQaStatisticBlock
block,zen,printProductOverviewBlock
block,zen,printShortProductOverview
block,zen,printLongProductOverview
block,zen,printExecutionOverviewBlock
block,zen,printQaOverviewBlock
block,zen,printExecutionListBlock
block,zen,printAssignToMeBlock
block,zen,printRecentProjectBlock
block,zen,printProjectTeamBlock
block,zen,printDocStatisticBlock
block,zen,printDocDynamicBlock
block,zen,printDocMyCreatedBlock
block,zen,printDocMyCollectionBlock
block,zen,printDocRecentUpdateBlock
block,zen,printDocViewListBlock
block,zen,printDocCollectListBlock
block,zen,printProductDocBlock
block,zen,printProjectDocBlock
block,zen,printGuideBlock
block,zen,printMonthlyProgressBlock
block,zen,printAnnualWorkloadBlock
block,zen,printBugStatisticBlock
block,zen,printTeamAchievementBlock
block,zen,printSingleStatisticBlock
block,zen,printSingleBugStatisticBlock
block,zen,printSingleStoryBlock
block,zen,printSingleReleaseBlock
block,zen,printSinglePlanBlock
block,zen,printSingleDynamicBlock
block,zen,printSingleMonthlyProgressBlock
block,zen,isExternalCall
block,zen,printBlock4Json
block,zen,organizaExternalData
block,zen,getProjectsStatisticData
block,zen,buildProjectStatistic
branch,zen,setParamsForLink
bug,zen,checkBugExecutionPriv
bug,zen,checkRquiredForEdit
bug,zen,checkRequiredForResolve
bug,zen,checkBugsForBatchCreate
bug,zen,checkBugsForBatchUpdate
bug,zen,getBrowseBranch
bug,zen,getBrowseBugs
bug,zen,getBranchOptions
bug,zen,getKanbanVariable
bug,zen,getProductMembersForCreate
bug,zen,getAssignedToPairs
bug,zen,getExportFileName
bug,zen,getExportFields
bug,zen,getBatchResolveVars
bug,zen,setBrowseCookie
bug,zen,setBrowseSession
bug,zen,setCreateMenu
bug,zen,setEditMenu
bug,zen,setViewMenu
bug,zen,prepareBrowseParams
bug,zen,prepareCreateExtras
bug,zen,prepareEditExtras
bug,zen,buildBrowseSearchForm
bug,zen,buildBrowseView
bug,zen,getProductsForCreate
bug,zen,getBranchesForCreate
bug,zen,getModulesForCreate
bug,zen,getProjectsForCreate
bug,zen,getExecutionsForCreate
bug,zen,getBuildsForCreate
bug,zen,getStoriesForCreate
bug,zen,getTasksForCreate
bug,zen,buildCreateForm
bug,zen,buildEditForm
bug,zen,assignVarsForEdit
bug,zen,buildBugForResolve
bug,zen,buildBugsForBatchCreate
bug,zen,assignBatchCreateVars
bug,zen,assignKanbanVars
bug,zen,assignVarsForBatchCreate
bug,zen,buildSearchFormForLinkBugs
bug,zen,buildBugsForBatchEdit
bug,zen,assignBatchEditVars
bug,zen,assignProductRelatedVars
bug,zen,assignProjectRelatedVars
bug,zen,assignUsersForBatchEdit
bug,zen,processImageForBatchCreate
bug,zen,updateKanbanAfterCreate
bug,zen,updateTodoAfterCreate
bug,zen,updateBug
bug,zen,afterCreate
bug,zen,afterUpdate
bug,zen,afterBatchCreate
bug,zen,responseAfterOperate
bug,zen,responseInModal
bug,zen,responseAfterCreate
bug,zen,responseAfterDelete
bug,zen,responseAfterBatchCreate
bug,zen,operateAfterBatchEdit
bug,zen,getToBeProcessedData
bug,zen,responseAfterBatchEdit
bug,zen,initBug
bug,zen,extractObjectFromExtras
bug,zen,mergeChartOption
bug,zen,processRepoIssueActions
build,zen,assignCreateData
build,zen,assignEditData
build,zen,assignProductVarsForView
build,zen,assignBugVarsForView
build,zen,setMenuForView
build,zen,buildBuildForCreate
build,zen,buildBuildForEdit
build,zen,getExcludeStoryIdList
build,zen,buildLinkStorySearchForm
build,zen,buildLinkBugSearchForm
caselib,zen,saveLibState
caselib,zen,setBrowseSessionAndCookie
caselib,zen,buildSearchForm
caselib,zen,assignCaseParamsForCreateCase
caselib,zen,prepareCasesForBathcCreate
caselib,zen,prepareEditExtras
caselib,zen,getFieldsForExportTemplate
caselib,zen,getRowsForExportTemplate
caselib,zen,getImportHeaderAndColumns
caselib,zen,getStepsAndExpectsFromImportFile
caselib,zen,getFieldsForImport
caselib,zen,getColumnsForShowImport
caselib,zen,getDataForImport
caselib,zen,responseAfterShowImport
caselib,zen,getExportCasesFields
caselib,zen,processCasesForExport
caselib,zen,processStepForExport
caselib,zen,processStageForExport
caselib,zen,processFileForExport
caselib,zen,processLinkCaseForExport
chart,zen,getChartsToView
chart,zen,getChartToFilter
chart,zen,getMenuItems
ci,zen,getProductIdAndJobID
ci,zen,parseZtfResult
company,zen,saveUriIntoSession
company,zen,loadAllSearchModule
company,zen,loadProduct
company,zen,loadProject
company,zen,loadExecution
company,zen,loadUserModule
company,zen,buildDyanmicSearchForm
compile,zen,buildSearchForm
custom,zen,assignFieldListForSet
custom,zen,assignVarsForSet
custom,zen,setFieldListForSet
custom,zen,checkKeysForSet
custom,zen,checkDuplicateKeys
custom,zen,checkInvalidKeys
custom,zen,checkEmptyKeys
custom,zen,setStoryReview
custom,zen,setGradeRule
custom,zen,setTestcaseReview
design,zen,setMenu
doc,zen,processFiles
doc,zen,buildOutlineList
doc,zen,getOutlineParentID
doc,zen,buildOutlineTree
doc,zen,assignVarsForMySpace
doc,zen,setAclForCreateLib
doc,zen,buildLibForCreateLib
doc,zen,responseAfterCreateLib
doc,zen,setAclForEditLib
doc,zen,checkPrivForCreate
doc,zen,responseAfterCreate
doc,zen,responseAfterMove
doc,zen,setObjectsForCreate
doc,zen,responseAfterUploadDocs
doc,zen,assignVarsForCreate
doc,zen,assignVarsForUploadDocs
doc,zen,setObjectsForEdit
doc,zen,responseAfterEdit
doc,zen,responseAfterEditTemplate
doc,zen,processOutline
doc,zen,assignVarsForView
doc,zen,setSpacePageStorage
doc,zen,assignApiVarForSpace
doc,zen,buildSearchFormForShowFiles
doc,zen,initLibForMySpace
doc,zen,initLibForTeamSpace
doc,zen,getAllSpaces
doc,zen,recordBatchMoveActions
doc,zen,responseAfterAddTemplateType
doc,zen,formFromSession
doc,zen,prepareCols
doc,zen,previewFeedback
doc,zen,previeweicket
doc,zen,previewProductplan
doc,zen,previewPlanStory
doc,zen,previewProductBug
doc,zen,previewPlanBug
doc,zen,previewProductCase
doc,zen,previewProductStory
doc,zen,previewER
doc,zen,previewUR
doc,zen,previewProjectStory
doc,zen,previewExecutionStory
doc,zen,previewStory
doc,zen,previewTask
doc,zen,previewCaselib
doc,zen,exportZentaoList
doc,zen,assignStoryGradeData
doc,zen,processReleaseListData
doc,zen,getDocChildrenByRecursion
editor,zen,buildContentByAction
execution,zen,assignBugVars
execution,zen,assignKanbanVars
execution,zen,assignManageProductsVars
execution,zen,assignCountForStory
execution,zen,assignRelationForStory
execution,zen,assignModuleForStory
execution,zen,assignTaskKanbanVars
execution,zen,assignTestcaseVars
execution,zen,assignTesttaskVars
execution,zen,buildGroupTasks
execution,zen,buildGroupMultiTask
execution,zen,buildStorySearchForm
execution,zen,buildImportBugSearchForm
execution,zen,checkPostForCreate
execution,zen,buildExecutionForCreate
execution,zen,checkCFDDate
execution,zen,processBuildListData
execution,zen,buildProductSwitcher
execution,zen,buildMembers
execution,zen,buildMembersForManageMembers
execution,zen,filterGroupTasks
execution,zen,setRecentExecutions
execution,zen,setTaskPageStorage
execution,zen,buildExecutionKanbanData
execution,zen,getImportBugs
execution,zen,getPrintKanbanData
execution,zen,processExecutionKanbanData
execution,zen,processPrintKanbanData
execution,zen,hasMultipleBranch
execution,zen,getLink
execution,zen,setStorageForStory
execution,zen,setUserMoreLink
execution,zen,initFieldsForCreate
execution,zen,setFieldsByCopyExecution
execution,zen,getLinkedProducts
execution,zen,setLinkedBranches
execution,zen,getAllProductsForCreate
execution,zen,setCopyProjects
execution,zen,correctExecutionCommonLang
execution,zen,correctErrorLang
execution,zen,displayAfterCreated
execution,zen,updateLinkedPlans
execution,zen,checkLinkPlan
execution,zen,getLinkedObjects
execution,zen,getAfterCreateLocation
extension,zen,checkSafe
extension,zen,getHookFile
extension,zen,getDependsByDB
extension,zen,checkExtension
extension,zen,checkFileConflict
extension,zen,copyHookFiles
extension,zen,installExtension
extension,zen,extractPackage
extension,zen,copyPackageFiles
extension,zen,backupDB
extension,zen,togglePackageDisable
extension,zen,checkExtensionPaths
extension,zen,checkExtractPath
extension,zen,checkCompatible
extension,zen,checkConflicts
extension,zen,checkDepends
extension,zen,checkFile
extension,zen,compareForLimit
file,zen,getDownloadMode
file,zen,buildDownloadTable
file,zen,unlinkRealFile
file,zen,updateFileName
gitea,zen,checkToken
gitea,zen,getMatchedUsers
gitlab,zen,checkUserRepeat
gitlab,zen,bindUsers
gitlab,zen,recordWebhookLogs
gitlab,zen,getGroupMemberData
gitlab,zen,getProjectMemberData
gitlab,zen,checkBindedUser
gitlab,zen,webhookParseBody
gitlab,zen,webhookParseIssue
gitlab,zen,webhookParseObject
gitlab,zen,issueToZentaoObject
gogs,zen,checkToken
gogs,zen,getMatchedUsers
group,zen,appendResourcePackages
group,zen,appendWorkflowMenu
group,zen,managePrivByGroup
group,zen,managePrivByModule
group,zen,buildUpdateViewForm
group,zen,buildProjectAdminForm
group,zen,getNavGroup
host,zen,checkFormData
index,zen,checkShowFeatures
index,zen,getViewMethodForAssetLib
instance,zen,storeView
instance,zen,checkForInstall
jenkins,zen,buildTree
jenkins,zen,checkTokenAccess
job,zen,checkRepoEmpty
job,zen,getJobList
job,zen,reponseAfterCreateEdit
job,zen,getSubversionDir
job,zen,getCompileData
job,zen,buildSearchForm
job,zen,getJobSearchQuery
kanban,zen,assignCreateVars
kanban,zen,setUserAvatar
kanban,zen,moveCardByModal
mail,zen,getConfigForEdit
mail,zen,getConfigForSave
mail,zen,getHasMailUserPairs
mail,zen,sendQueue
mail,zen,deleteSentQueue
message,zen,assignDropmenuVars
metric,zen,buildMetricForCreate
metric,zen,buildMetricForEdit
metric,zen,responseAfterCreate
metric,zen,responseAfterEdit
metric,zen,prepareDataset
metric,zen,prepareTree
metric,zen,prepareScopeList
metric,zen,startTime
metric,zen,endTime
metric,zen,getValidObjects
metric,zen,calculateMetric
metric,zen,prepareMetricRecord
metric,zen,prepareReuseMetricResult
metric,zen,getRecordByCodeAndDate
metric,zen,initMetricRecords
metric,zen,buildRecordCommonFields
metric,zen,completeMissingRecords
metric,zen,getUniqueKeyByRecord
metric,zen,calcMetric
metric,zen,getCalcFields
metric,zen,getBasicInfo
metric,zen,getCreateEditInfo
metric,zen,getOldMetricInfo
metric,zen,processWeekConf
metric,zen,getViewTableWidth
metric,zen,getPagerExtra
metric,zen,formatException
metric,zen,processUnitList
metric,zen,prepareActionPriv
misc,zen,hello
misc,zen,encodeStatistics
mr,zen,getAllProjects
mr,zen,assignEditData
mr,zen,buildLinkStorySearchForm
mr,zen,buildLinkBugSearchForm
mr,zen,buildLinkTaskSearchForm
mr,zen,processLinkTaskPager
mr,zen,checkProjectEdit
mr,zen,getBranchUrl
mr,zen,checkNewCommit
mr,zen,saveMrData
my,zen,buildTaskData
my,zen,buildCaseData
my,zen,assignRelatedData
my,zen,buildSearchFormForFeedback
my,zen,showWorkCount
my,zen,showWorkCountNotInOpen
personnel,zen,setSelectObjectTips
pivot,zen,getDefaultMethodAndParams
pivot,zen,getMenuItems
pivot,zen,getSidebarMenus
pivot,zen,setNewMark
pivot,zen,getBuiltinMenus
pivot,zen,show
pivot,zen,bugCreate
pivot,zen,bugAssign
pivot,zen,productSummary
pivot,zen,processProductsForProductSummary
pivot,zen,projectDeviation
pivot,zen,workload
pivot,zen,getDrill
pivot,zen,getFilterOptionUrl
product,zen,setMenu4All
product,zen,setProjectMenu
product,zen,setCreateMenu
product,zen,setEditMenu
product,zen,setTrackMenu
product,zen,setShowErrorNoneMenu
product,zen,setShowErrorNoneMenu4QA
product,zen,setShowErrorNoneMenu4Project
product,zen,setShowErrorNoneMenu4Execution
product,zen,getBackLink4Create
product,zen,setSelectFormOptions
product,zen,getFormFields4Create
product,zen,getFormFields4Edit
product,zen,getFormFields4Close
product,zen,getFormFields4Activate
product,zen,getProductLines
product,zen,getExportFields
product,zen,getExportData
product,zen,getUnauthProgramsOfProducts
product,zen,getProducts4DropMenu
product,zen,getCreatedLocate
product,zen,getEditedLocate
product,zen,buildBatchEditForm
product,zen,buildProductForCreate
product,zen,buildProductForEdit
product,zen,buildProductForActivate
product,zen,buildProductForClose
product,zen,prepareManageLineExtras
product,zen,responseAfterCreate
product,zen,responseAfterEdit
product,zen,responseAfterBatchEdit
product,zen,getBrowseProduct
product,zen,getBranchID
product,zen,setMenu4Browse
product,zen,saveAndModifyCookie4Browse
product,zen,getModuleId
product,zen,getModuleTree
product,zen,getProjectProductList
product,zen,getProductPlans
product,zen,getStories
product,zen,getStoriesByStoryType
product,zen,getBranchOptions
product,zen,getBranchAndTagOption
product,zen,getKanbanList
product,zen,saveSession4Browse
product,zen,buildSearchFormForBrowse
product,zen,buildSearchFormForTrack
product,zen,getStoryIdList
product,zen,saveSession4Roadmap
product,zen,responseNotFound4View
product,zen,saveBackUriSessionForDynamic
product,zen,getActionsForDynamic
product,zen,getActions4Dashboard
product,zen,saveBackUriSession4Dashboard
product,zen,getProductList4Kanban
product,zen,getEmptyHour
product,zen,assignBrowseData
product,zen,processProjectListData
product,zen,getCustomFieldsForTrack
product,zen,getActiveStoryTypeForTrack
productplan,zen,buildPlansForBatchEdit
productplan,zen,assignKanbanData
productplan,zen,buildDataForBrowse
productplan,zen,buildActionsList
productplan,zen,getSummary
productplan,zen,setSessionForViewPage
productplan,zen,assignViewData
productplan,zen,buildLinkStorySearchForm
productplan,zen,buildBugSearchForm
productplan,zen,buildViewSummary
productplan,zen,buildViewActions
productplan,zen,reorderStories
program,zen,prepareStartExtras
program,zen,buildProgramForCreate
program,zen,buildProgramForEdit
program,zen,removeSubjectToCurrent
program,zen,getProgramsByType
program,zen,getPMListByPrograms
program,zen,getKanbanList
program,zen,getProgramList4Kanban
program,zen,buildTree
program,zen,getLink
program,zen,getProductsByBrowseType
programplan,zen,buildPlansForCreate
programplan,zen,buildCreateView
programplan,zen,prepareEditPlan
programplan,zen,buildEditView
programplan,zen,buildAjaxCustomView
programplan,zen,computeFieldsCreateView
programplan,zen,buildStages
programplan,zen,buildBrowseView
programplan,zen,sortPlans
project,zen,checkWorkdaysLegtimate
project,zen,prepareProject
project,zen,checkProductAndBranch
project,zen,checkDaysAndBudget
project,zen,checkProductNameUnqiue
project,zen,buildCreateForm
project,zen,displayAfterCreated
project,zen,getCopyProject
project,zen,prepareStartExtras
project,zen,prepareSuspendExtras
project,zen,prepareClosedExtras
project,zen,prepareBranchForBug
project,zen,prepareModuleForBug
project,zen,processBugSearchParams
project,zen,processBuildSearchParams
project,zen,processGroupPrivs
project,zen,buildBugView
project,zen,buildStartForm
project,zen,responseAfterStart
project,zen,responseAfterSuspend
project,zen,buildSuspendForm
project,zen,responseAfterClose
project,zen,buildClosedForm
project,zen,buildActivateForm
project,zen,responseAfterActivate
project,zen,prepareActivateExtras
project,zen,removeAssociatedExecutions
project,zen,removeAssociatedProducts
project,zen,updateLinkedProducts
project,zen,recordExecutionsOfUnlinkedProducts
project,zen,extractUnModifyForm
project,zen,buildProductForm
project,zen,getOtherProducts
project,zen,setProjectMenu
project,zen,processBuildListData
project,zen,buildMembers
project,zen,buildUsers
project,zen,expandExecutionIdList
project,zen,assignTesttaskVars
project,zen,getKanbanData
project,zen,getUnmodifiableProducts
projectrelease,zen,commonAction
projectrelease,zen,buildReleaseForCreate
release,zen,buildReleaseForCreate
release,zen,buildSearchForm
release,zen,getSearchQuery
release,zen,getExcludeStoryIdList
release,zen,assignVarsForView
release,zen,buildLinkStorySearchForm
release,zen,buildLinkBugSearchForm
release,zen,buildStoryDataForExport
release,zen,buildBugDataForExport
repo,zen,prepareCreate
repo,zen,prepareCreateRepo
repo,zen,prepareEdit
repo,zen,checkACL
repo,zen,checkClient
repo,zen,checkConnection
repo,zen,buildCreateForm
repo,zen,buildCreateRepoForm
repo,zen,buildEditForm
repo,zen,getNotExistRepos
repo,zen,getGitlabProjectsByApi
repo,zen,getFilesInfo
repo,zen,getBranchAndTagItems
repo,zen,updateLastCommit
repo,zen,getBrowseInfo
repo,zen,setBranchTag
repo,zen,getCommits
repo,zen,setBrowseSession
repo,zen,buildRepoSearchForm
repo,zen,getLinkModules
repo,zen,getLinkBranches
repo,zen,getLinkExecutions
repo,zen,buildStorySearchForm
repo,zen,getLinkStories
repo,zen,getDataPager
repo,zen,buildBugSearchForm
repo,zen,getLinkBugs
repo,zen,buildTaskSearchForm
repo,zen,getLinkTasks
repo,zen,linkObject
repo,zen,getSCM
repo,zen,checkDeleteError
repo,zen,locateDiffPage
repo,zen,encodingDiff
repo,zen,syncLocalCommit
repo,zen,getSyncBranches
repo,zen,checkSyncResult
repo,zen,setBackSession
repo,zen,setRepoBranch
repo,zen,isBinary
repo,zen,strposAry
repo,zen,getViewTree
repo,zen,checkRepoInternet
repo,zen,parseErrorContent
repo,zen,buildRepoPaths
repo,zen,buildRepoTree
repo,zen,getBranchAndTagOptions
repo,zen,processRepoID
repo,zen,buildSearchForm
repo,zen,getSearchForm
repo,zen,getSearchFormQuery
report,zen,getReminder
report,zen,assignAnnualReport
report,zen,assignAnnualBaseData
report,zen,assignAnnualData
screen,zen,commonAction
screen,zen,prepareCardList
screen,zen,setSelectFilter
search,zen,setSessionForIndex
search,zen,getTypeList
search,zen,setOptionFields
search,zen,setOptionOperators
search,zen,setOptionAndOr
search,zen,setOptions
sonarqube,zen,checkTokenRequire
sonarqube,zen,sortAndPage
sonarqube,zen,getIssueList
sso,zen,getFeishuAccessToken
sso,zen,getFeishuUserToken
sso,zen,getBindFeishuUser
sso,zen,buildUserForCreate
sso,zen,idenfyFromSSO
sso,zen,locateNotifyLink
sso,zen,buildLocationByGET
sso,zen,buildLocationByPATHINFO
sso,zen,buildSSOParams
sso,zen,computeAuth
store,zen,getInstalledApps
story,zen,setMenuForCreate
story,zen,setMenuForBatchCreate
story,zen,setMenuForBatchEdit
story,zen,setMenuForBatchClose
story,zen,setViewVarsForKanban
story,zen,initStoryForCreate
story,zen,getInitStoryByStory
story,zen,getInitStoryByBug
story,zen,getInitStoryByTodo
story,zen,getProductsAndBranchesForCreate
story,zen,getProductsForEdit
story,zen,getFormFieldsForCreate
story,zen,getFormFieldsForEdit
story,zen,getFormFieldsForChange
story,zen,getFormFieldsForReview
story,zen,setFormOptionsForBatchEdit
story,zen,getFormOptionsForSingleProduct
story,zen,getStoriesByChecked
story,zen,setModuleField
story,zen,removeFormFieldsForCreate
story,zen,hiddenFormFieldsForEdit
story,zen,removeFormFieldsForBatchCreate
story,zen,getAssignMeBlockID
story,zen,buildStoryForCreate
story,zen,buildStoryForEdit
story,zen,buildStoryForChange
story,zen,buildDataForBatchToTask
story,zen,processDataForEdit
story,zen,buildStoryForReview
story,zen,buildStoriesForBatchCreate
story,zen,buildStoriesForBatchEdit
story,zen,buildStoriesForBatchClose
story,zen,getResponseInModal
story,zen,getAfterEditLocation
story,zen,getAfterCreateLocation
story,zen,getAfterBatchCreateLocation
story,zen,getAfterChangeLocation
story,zen,getAfterReviewLocation
story,zen,getDataFromUploadImages
story,zen,getCustomFields
story,zen,getShowFields
story,zen,buildStoryForActivate
story,zen,buildStoryForSubmitReview
story,zen,getLinkedObjects
story,zen,setHiddenFieldsForView
story,zen,convertChildID
story,zen,processFilterTitle
system,zen,getCpuUsage
system,zen,getMemUsage
task,zen,assignCreateVars
task,zen,assignExecutionForCreate
task,zen,assignStoryForCreate
task,zen,assignKanbanForCreate
task,zen,assignBatchEditVars
task,zen,buildEditForm
task,zen,buildUsersAndMembersToForm
task,zen,buildBatchCreateForm
task,zen,buildRecordForm
task,zen,buildTaskForEdit
task,zen,buildTasksForBatchAssignTo
task,zen,buildTasksForBatchCreate
task,zen,buildTaskForCreate
task,zen,buildTasksForBatchEdit
task,zen,buildTaskForStart
task,zen,buildTaskForCancel
task,zen,buildTestTasksForCreate
task,zen,buildEffortForStart
task,zen,buildTaskForFinish
task,zen,buildEffortForFinish
task,zen,buildTaskForClose
task,zen,buildChartData
task,zen,commonAction
task,zen,checkLegallyDate
task,zen,checkCreateTask
task,zen,checkBatchCreateTask
task,zen,checkBatchEditTask
task,zen,checkCreateTestTasks
task,zen,formatExportTask
task,zen,getCustomFields
task,zen,getExportFields
task,zen,generalCreateResponse
task,zen,isLimitedInExecution
task,zen,prepareManageTeam
task,zen,processExportData
task,zen,processExportGroup
task,zen,processTaskByStatus
task,zen,responseAfterEdit
task,zen,responseAfterBatchEdit
task,zen,responseAfterAssignTo
task,zen,responseModal
task,zen,responseAfterCreate
task,zen,responseAfterbatchCreate
task,zen,responseAfterChangeStatus
task,zen,responseAfterRecord
task,zen,setTaskByObjectID
task,zen,checkGitRepo
task,zen,getAssignedToOptions
task,zen,getParentEstStartedAndDeadline
task,zen,processFilterTitle
task,zen,getReportTaskList
testcase,zen,checkProducts
testcase,zen,setBrowseCookie
testcase,zen,getBrowseBranch
testcase,zen,setBrowseSession
testcase,zen,setBrowseMenu
testcase,zen,setMenu
testcase,zen,buildBrowseSearchForm
testcase,zen,assignForImportFromLib
testcase,zen,assignCreateVars
testcase,zen,assignCreateSceneVars
testcase,zen,assignEditSceneVars
testcase,zen,assignModulesForCreate
testcase,zen,processCasesForBrowse
testcase,zen,assignCasesForBrowse
testcase,zen,assignModuleTreeForBrowse
testcase,zen,assignProductAndBranchForBrowse
testcase,zen,assignForBrowse
testcase,zen,prepareEditExtras
testcase,zen,preProcessForEdit
testcase,zen,setMenuForLibCaseEdit
testcase,zen,setMenuForCaseEdit
testcase,zen,assignForEditLibCase
testcase,zen,assignForEditCase
testcase,zen,assignBranchForEdit
testcase,zen,assignModuleOptionMenuForEdit
testcase,zen,assignForEdit
testcase,zen,assignForBatchEdit
testcase,zen,assignLibForBatchEdit
testcase,zen,assignTitleForBatchEdit
testcase,zen,assignModuleAndSceneForBatchEdit
testcase,zen,assignShowImportVars
testcase,zen,addEditAction
testcase,zen,assignCaseForView
testcase,zen,assignForBatchCreate
testcase,zen,buildCaseForCreate
testcase,zen,buildCasesForBathcCreate
testcase,zen,buildCasesForBathcEdit
testcase,zen,buildCasesForShowImport
testcase,zen,buildCasesByXmind
testcase,zen,buildDataForImportFromLib
testcase,zen,buildDataForImportToLib
testcase,zen,buildUpdateCaseForShowImport
testcase,zen,checkCreateFormData
testcase,zen,checkTestcasesForBatchCreate
testcase,zen,checkCasesForBatchEdit
testcase,zen,checkCasesForShowImport
testcase,zen,buildMindConfig
testcase,zen,initTestcase
testcase,zen,initLibCase
testcase,zen,importCases
testcase,zen,processScene
testcase,zen,processChildScene
testcase,zen,processStepsForMindMap
testcase,zen,processImportColumnKey
testcase,zen,getGroupCases
testcase,zen,afterCreate
testcase,zen,responseAfterCreate
testcase,zen,responseAfterBatchCreate
testcase,zen,responseAfterShowImport
testcase,zen,prepareReviewData
testcase,zen,buildLinkCasesSearchForm
testcase,zen,buildLinkBugsSearchForm
testcase,zen,getExportFields
testcase,zen,getMindExport
testcase,zen,getModuleListForXmindExport
testcase,zen,getImportedData
testcase,zen,getImportField
testcase,zen,getImportSteps
testcase,zen,processCasesForExport
testcase,zen,processCaseForExport
testcase,zen,processStepForExport
testcase,zen,processStageForExport
testcase,zen,processLinkCaseForExport
testcase,zen,processFileForExport
testcase,zen,processStepsAndExpectsForBatchEdit
testcase,zen,getFieldsForExportTemplate
testcase,zen,getRowsForExportTemplate
testcase,zen,getStatusForCreate
testcase,zen,getStatusForReview
testcase,zen,getStatusForUpdate
testcase,zen,createFreeMindXmlDoc
testcase,zen,getXmindExportData
testcase,zen,parseUploadFile
testcase,zen,fetchByXML
testcase,zen,fetchByJSON
testreport,zen,commonAction
testreport,zen,getReportsForBrowse
